"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MJZLHJ67","journalArticle","2022","Ali, Z.M.; Al-Dhaifallah, M.; Komikawa, T.","Optimal operation and scheduling of a multi-generation microgrid using grasshopper optimization algorithm with cost reduction","Soft Computing","","14327643 (ISSN)","10.1007/s00500-022-07282-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133226283&doi=10.1007%2fs00500-022-07282-7&partnerID=40&md5=9887b37686f3203c659dcbb8ac18d5a0","The optimal operation of microgrids consists of renewable energy sources (RESs) play a key role in reducing greenhouse gasses and costs of operation. This paper suggests a stochastic optimal operation for an MG consisting of several RESs, storage systems and plug-in hybrid electric vehicles (PHEVs). The uncertainties of the MG are modeled through Monte Carlo simulation. The grasshopper optimization algorithm is employed here for optimizing the power management of the MG and various charging uncertain characteristics of PHEVs. Several simulations are provided to confirm the usefulness of the proposed model. The results validate that the recommended model can properly minimize the operation cost of the MG and reduce environmental pollution. Moreover, the optimal operation of the MG is promoted with several economic and technical benefits when integrating storage and PHEVs into the system. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","2022","2024-01-24 11:17:48","2024-01-24 11:17:48","","9369-9384","","18","26","","Soft Comput.","","","","","","","","English","","","Scopus","","","","Publisher: Springer Science and Business Media Deutschland GmbH","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O artigo sugere uma operação estocástica ótima modeladas através de simulação de Monte Carlo.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Microgrid; Renewable energy source; Renewable energy resources; Microgrids; Optimization; Uncertainty; Electric vehicles; Intelligent systems; Monte Carlo methods; Stochastic systems; Cost reduction; Cost of operations; Costs reduction; Multi generations; Optimal operation; Optimal scheduling; Optimization algorithms; PHEV; Plug-In Hybrid Electric Vehicle; Plug-in hybrid vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JAB2NH6P","journalArticle","2023","Upadhyay, A.; Garg, D.; Singh, M.","SHORT TERM LOAD FORECASTING FOR SMART GRIDS USING APACHE SPARK AND A MODIFIED TRANSFORMER MODEL","Computing and Informatics","","13359150 (ISSN)","10.31577/cai_2023_1_75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162827880&doi=10.31577%2fcai_2023_1_75&partnerID=40&md5=d337874d19e32af866e3b3c36b498b63","Smart grid is an advanced electrical grid that enables more efficient distribution of electricity. It counters many of the problems presented by renewable energy sources such as variability in production through techniques like load forecasting and dynamic pricing. Smart grid generates massive amounts of data through smart meters, this data is used to forecast future load to adjust distribution. To process all this data, big data analysis is necessary. Most existing schemes use Apache Hadoop for big data processing and various techniques for load forecasting that include methods based on statistical theory, machine learning and deep learning. This paper proposes using Apache Spark for big data analysis and a modified version of the transformer model for forecasting load profiles of households. The modified transformer model has been tested against several state-of-the-art machine learning models. The proposed scheme was tested against several baseline and state-of-the-art machine learning models and evaluated in terms of the RMSE, MAE, MedAE and R2 scores. The obtained results show that the proposed model has better performance in terms of RMSE and R2 which are the preferred metrics when evaluating a regression model on data with a large number of outliers. © 2023 Slovak Academy of Sciences. All rights reserved.","2023","2024-01-24 11:17:48","2024-01-24 11:21:39","","75-97","","1","42","","Comput. Inf.","","","","","","","","English","","","Scopus","","","","Publisher: Slovak Academy of Sciences","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O artigo propõe o uso do Apache Spark para análise de big data e uma versão modificada do modelo do transformador para previsão de perfis de carga de residências.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Deep learning; Learning systems; Smart power grids; Renewable energy resources; Smart grid; smart grid; Forecasting; Apache spark; Apache Spark; big data; Big data; Computer software; Data handling; deep learning; Electric power plant loads; Electrical grids; Information analysis; load forecasting; Load forecasting; Machine learning models; Short term load forecasting; State of the art; Time series forecasting; time-series forecasting; transformer model; Transformer modeling; REGRESSION; NEURAL-NETWORK; HYBRID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7JEUNXN","journalArticle","2023","Kamiński, M.; Kolasa, M.","Investigating the possibility of using a supervised neural network to predict the amount of electricity generated by wind farms","Przeglad Elektrotechniczny","","00332097 (ISSN)","10.15199/48.2023.04.20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152795701&doi=10.15199%2f48.2023.04.20&partnerID=40&md5=7d708c9e759d110e9bbd2d9fa0908f98","The article presents the state-of-the-art and the results of the authors’ own research obtained with the use of an artificial neural network to predict the amount of energy generated by wind turbines. A supervised neural network was used to convert algorithmically inputted meteorological data into output forecast data representing the amount of energy that could be generated by the offshore wind turbines. The amount of energy produced by renewable energy sources is directly linked to unpredictable weather conditions. The stochastic nature of meteorological conditions makes it difficult to extrapolate generation curves, which are necessary for the balancing energy market. Implementing neural networks in national energy systems can make them more resilient and sustainable, by enabling the efficient synergy of RES and conventional energy sources. © 2023 Wydawnictwo SIGMA-NOT. All rights reserved.","2023","2024-01-24 11:17:48","2024-01-24 11:17:48","","111-117","","4","99","","Prz. Elektrotech.","Zbadanie możliwości wykorzystania nadzorowanej sieci neuronowej do prognozowania ilości generowanej energii elektrycznej przez elektrownie wiatrowe","","","","","","","English","","","Scopus","","","","Publisher: Wydawnictwo SIGMA-NOT","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O artigo apresenta uma revisão de literatura e resultados de pesquisas dos autores relacionadas ao uso de redes neurais para prever a eletricidade gerada por parques eólicos.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","smart grid; generation forecasting; Supervised neural networks; WECS; wind turbines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRLHGXNX","journalArticle","2022","Bashiri Mousavi, S.; Nabat, M.H.; Razmi, A.R.; Ahmadi, P.","A comprehensive study and multi-criteria optimization of a novel sub-critical liquid air energy storage (SC-LAES)","Energy Conversion and Management","","01968904 (ISSN)","10.1016/j.enconman.2022.115549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127130047&doi=10.1016%2fj.enconman.2022.115549&partnerID=40&md5=916904646db93868610edb013280733e","Liquid air energy storage, as a bulk-scale energy storage technology, has recently attracted much attention for the development and sustainability of smart grids. In the present study, a sub-critical liquid air energy storage system is designed and comprehensively investigated in terms of energy, exergy, environmental, economic, and exergoeconomic. The objective of this design is to minimize the number of equipment in the liquid air energy storage to reduce its structural complexity, increase its applications, improve the performance, and recover waste cold exergy at the liquefied natural gas regasification terminals. Moreover, a fundamental comparison is performed between five storage systems including the proposed system, the conventional liquid air energy storage, and compressed air energy storage by single-stage and two-stage expansion with reheating to highlight the specific characteristics of the proposed system. In addition, using a combination of the artificial neural network and genetic algorithm, optimal design conditions in terms of thermodynamic and economic performance are presented. The proposed system presents a remarkable performance from various points of view compared to other alternatives by storing 27.20 MWh of excess grid power as liquid air during off-peak periods and exploiting it to generate a power of 182.70 MWh at peak demand times. The results show that the electrical efficiency, round trip efficiency, and exergetic round trip efficiency of the system are 563.80%, 77.10%, and 68.80%, respectively. The payback period and net profit of the system in the states of California, USA are around 1.8 years and $ 151 M. At the optimum condition, the round trip efficiency and TOTAL cost rate are 68% and 461 $/h respectively. © 2022 Elsevier Ltd","2022","2024-01-24 11:17:48","2024-01-24 11:17:48","","","","","258","","Energy Convers. Manage.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>o presente estudo, um sistema subcrítico de armazenamento de energia de ar líquido é projetado e investigado exaustivamente em termos de energia, exergia, ambiental, econômico e exergoeconômico para minimizar o número de equipamentos no armazenamento de energia.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Smart power grids; Multi-objectives optimization; Multiobjective optimization; Neural networks; Electric power transmission networks; Genetic algorithms; Sustainable development; Performance; 5E Analyses; 5e analyze; Artificial Neural Network; Compressed air; Compressed air energy storage; Compressed Air Energy Storage; Energy; Energy storage technologies; Exergy; Investments; Liquefied natural gas; Liquid Air Energy Storage; Multi-criteria optimisation; Multi-criterion optimization; Multi-Objective Optimization; Pressure vessels; Round trip; Storage systems; Sub-critical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNV4Q66E","journalArticle","2023","Mansouri, S.A.; Rezaee Jordehi, A.; Marzband, M.; Tostado-Véliz, M.; Jurado, F.; Aguado, J.A.","An IoT-enabled hierarchical decentralized framework for multi-energy microgrids market management in the presence of smart prosumers using a deep learning-based forecaster","Applied Energy","","03062619 (ISSN)","10.1016/j.apenergy.2022.120560","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145983985&doi=10.1016%2fj.apenergy.2022.120560&partnerID=40&md5=e4f1297ad89c1d10660e6618d485168b","The integrated exploitation of different energy infrastructures in the form of multi-energy systems (MESs) and the transformation of traditional prosumers into smart prosumers are two effective pathways to achieve net-zero emission energy systems in the near future. Managing different energy markets is one of the biggest challenges for the operators of MESs, since different carriers are traded in them simultaneously. Hence, this paper presents a hierarchical decentralized framework for the simultaneous management of electricity, heat and hydrogen markets among multi-energy microgrids (MEMGs) integrated with smart prosumers. The market strategy of MEMGs is deployed using a hierarchical framework and considering the programs requested by smart prosumers. A deep learning-based forecaster is utilized to predict uncertain parameters while a risk-averse information gap decision theory (IGDT)-based strategy controls the scheduling risk. A new prediction-based mechanism for designing dynamic demand response (DR) schemes compatible with smart prosumers’ behavior is introduced, and the results illustrate that this mechanism reduces the electricity and heat clearing prices in peak hours by 17.5% and 8.78%, respectively. Moreover, the results reveal that the introduced structure for hydrogen exchange through the transportation system has the ability to be implemented in competitive markets. Overall, the simulation results confirm that the proposed hierarchical model is able to optimally manage the competitive markets of electricity, heat and hydrogen by taking advantage of the potential of smart prosumers. © 2022 The Authors","2023","2024-01-24 11:17:48","2024-01-24 11:19:49","","","","","333","","Appl. Energy","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>O artigo apresenta uma estrutura hierárquica descentralizada para a gestão simultânea dos mercados de eletricidade, calor e hidrogénio entre microrredes multienergéticas (MEMGs) integradas com prossumidores inteligentes. Um previsor baseado em aprendizagem profunda é utilizado para prever parâmetros incertos, enquanto uma estratégia baseada na teoria de decisão de lacuna de informação avessa ao risco (IGDT) controla o risco de agendamento.</p> <p><strong>#eligible</strong></p> <p>I2</p> <p><strong>#FIM</strong></p> </div>","","","Deep learning; Learning systems; Microgrid; energy management; machine learning; Machine-learning; electric vehicle; Uncertainty analysis; Internet of things; energy market; Power markets; Internet; Decision theory; Electric and fuel cell vehicle; Electric and Fuel Cell Vehicles; fuel cell; Fuel cell vehicles; Fuel cells; Hierarchical systems; hydrogen; Hydrogen technologies; Internet of Things; Machine Learning; Multi energy; Multi-energy systems; Multi-Energy Systems; Power; Power-to-Hydrogen Technologies; Power-to-hydrogen technology; Smart prosumer; Smart Prosumers; transportation system; OPERATION; ENERGY; MODEL; POWER; Multi -Energy Systems; Power -to -Hydrogen Technologies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDI5AWVP","journalArticle","2023","Ibrahim, M.M.; Hasanien, H.M.; Farag, H.E.Z.; Omran, W.A.","Energy Management of Multi-Area Islanded Hybrid Microgrids: A Stochastic Approach","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2023.3313259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171572042&doi=10.1109%2fACCESS.2023.3313259&partnerID=40&md5=6b0c5d92416bf03a78fb22f5edbe9162","This paper provides a stochastic framework for the energy management of multi-area hybrid microgrids to identify the optimal daily power dispatch in the islanded mode of operation. The primary goal of this framework is to minimize operational costs and power outages for customers by effectively managing the power resources of the hybrid microgrid. These resources include renewable energy sources, battery energy storage systems, and electric vehicles. To obtain accurate results, the costs related to active and reactive powers of diesel generator units are considered in this study. In addition, the uncertainties in the, power generated from renewable energy sources, electric vehicles charging and microgrid demand are modeled using the Monte Carlo Simulation as a scenario generation technique. The number of generated scenarios is reduced using the Fast Forward Scenario reduction technique. The proposed problem is formulated as a constrained mixed-integer nonlinear programming optimization problem and is solved using the Transient Search Optimization algorithm. The obtained solution is compared against other meta-heuristic optimization techniques to ensure the reliability of the results. To investigate the effectiveness of the proposed framework, several case studies are simulated on an islanded hybrid microgrid. The simulation results show the improvement in the economic performance and the reliability of the hybrid MG. The results also indicate the impact of increasing penetration levels of renewable energy resources on the operation cost and power exchange between AC and DC areas.  © 2013 IEEE.","2023","2024-01-24 11:17:48","2024-01-24 11:17:48","","101409-101424","","","11","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O artigo fornece uma estrutura estocástica para o gerenciamento de energia de microrredes híbridas multiáreas para identificar o despacho diário ideal de energia no modo de operação ilhado usando a Simulação de Monte Carlo como técnica de geração de cenários.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Costs; Microgrid; Renewable energy source; energy management; Energy management; Renewable energy resources; Uncertainty; Electric load dispatching; Intelligent systems; Monte Carlo methods; Natural resources; renewable energy sources; Stochastic systems; AC/DC power flow; Constrained optimization; DC power flow; Electric load flow; Integer programming; islanded hybrid microgrid; Islanded hybrid microgrid; Load flow; Nonlinear programming; Optimisations; Outages; Reactive power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDHF68DF","journalArticle","2023","Barukčić, M.; Kurtović, G.; Benšić, T.; Jerković Štil, V.","Optimal Allocation and Energy Management of Units in Distribution Networks with Multiple Renewable Energy Sources and Battery Storage Based on Computational Intelligence","Energies","","19961073 (ISSN)","10.3390/en16227567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177862011&doi=10.3390%2fen16227567&partnerID=40&md5=40cc5b3a48503c8dec79355b783aa56f","The paper deals with an optimization problem in an electricity distribution network with different types of distributed generation and a battery storage system in terms of a smart grid concept. The optimization problem considers two objectives, namely, the annual energy losses and the exchange of energy with the higher-level power grid. The decision variables of the problem are the allocation of the different distributed generation units and the battery storage system, the annual power profiles of the controllable distributed generation and the battery storage system, and the power factor profiles of the controllable and noncontrollable distributed generation. All decision variables are solved simultaneously in a single optimization problem. The variable load shapes of the grid consumers and the profiles of the photovoltaic and wind power systems are considered in the study. All data are observed at the annual level with hourly resolution. The problem solving method uses computational intelligence techniques, namely, metaheuristic optimization methods and artificial neural networks. The study proposes a framework for optimizing the decision variables in the planning phase of distributed generation and battery storage, and for controlling the variable power and power factor profiles based on an artificial neural network in the implementation phase. The optimization problem is solved with a power system simulation program and a metaheuristic optimizer in cosimulation synergy. The three cases of distributed generation and battery storage are considered simultaneously. The proposed method is applied to the test grid operator IEEE with 37 buses, and reductions in annual energy losses and energy exchange are obtained in the ranges 34–86% and 41–99%, respectively. © 2023 by the authors.","2023","2024-01-24 11:17:48","2024-01-24 11:17:48","","","","22","16","","Energies","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>O estudo propõe um framework para otimização das variáveis ​​de decisão na fase de planejamento de geração distribuída e armazenamento em baterias, e para controle dos perfis variáveis ​​de potência e fator de potência com base em uma rede neural artificial na fase de implementação.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Electric loads; Energy dissipation; Smart power grids; Digital storage; Optimization; Neural networks; Decision making; Wind power; Electric batteries; battery energy storage system; Battery energy storage systems; Battery storage; Battery storage system; computational intelligence; cosimulation; Cosimulation; Decision variables; Distributed power generation; Electric power factor; Energy loss reduction; energy losses reduction; Loss reduction; Optimization problems; power distribution network; Power distribution network; Power factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPHNEXG7","journalArticle","2023","Shreenidhi, H.S.; Ramaiah, N.S.","Sensor-Assisted Machine Learning Models Approach to Equipoise Renewable Energy using Microgrids","SSRG International Journal of Electronics and Communication Engineering","","23488549 (ISSN)","10.14445/23488549/IJECE-V10I7P107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167931249&doi=10.14445%2f23488549%2fIJECE-V10I7P107&partnerID=40&md5=c4b65d40009784591fe9d17e094a1bd4","Sensor-assisted machine learning framework for renewable energy balancing in microgrids (MG). Integrating renewable energy sources into microgrid systems brings the challenge of managing renewable energy generation's intermittent and variable nature. The proposed framework leverages sensor technology to collect real-time data on energy generation, consumption, and grid conditions. Machine learning algorithms are then applied to analyze this data and optimize energy flow within the microgrid. The proposed machine learning models can use historical data to forecast renewable energy generation and demand, enabling proactive energy management (PEM). The framework also incorporates optimization techniques to allocate energy efficiently, considering storage capacity, load demand, and grid stability factors. The sensor-assisted machine learning algorithm enhances microgrid systems' reliability, precision, fi-score, recall, and support by dynamically adapting energy generation and consumption based on real-time conditions. This framework represents a significant step towards achieving sustainable and resilient microgrid operations by maximizing the utilization of renewable energy resources. The optimized results by sensing the physical quantity achieved an accuracy of 70%. © 2023 Seventh Sense Research Group®.","2023","2024-01-24 11:17:48","2024-01-24 11:17:48","","63-73","","7","10","","SSRG. Int. J. Electron. Commun. Eng.","","","","","","","","English","","","Scopus","","","","Publisher: Seventh Sense Research Group","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O estudo utiliza uma estrutura de aprendizado de máquina assistida por sensores baseada em random florest para balanceamento de energia renovável em microrredes (MG).</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Machine learning; Microgrids; -Sensor; Proactive energy management; Renewable energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W33XNA7I","journalArticle","2023","Ansari, M.R.; Devi, M.; Verma, S.; Singh, S.; Joshi Manohar, V.; Singh, S.P.","SMART GRID ENERGY PRODUCTION AND TRANSMISSION SYSTEM MODELING AND COMPUTATIONAL ASSESSMENT METHODS","Proceedings on Engineering Sciences","","26202832 (ISSN)","10.24874/PES.SI.01.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171458654&doi=10.24874%2fPES.SI.01.019&partnerID=40&md5=bc7da2648be706c7aed6dfd22a73e563","Based on the continuous growth of the economy, widespread adoption of intermittent renewable energy sources, and extensive use of information and communication technologies, conventional electric power systems are no longer able to meet the enormous demands of the information age. Diverse renewable energy technologies have been quickly developed to address the energy issue and environmental damage. However, since renewable energy sources are unpredictable and erratic, the widespread use of different renewable energy technologies has consequently put significant strain on the security and dependability of conventional power networks. The Smart Grid (SG) is a modernized electri cal network that makes use of cutting-edge communication, control, and information technology to facilitate the integration of renewable energy sources, increase energy efficiency, and improve dependability and security. The invention of computational modeling and evaluation methodologies for SG energy transmission and production networks is the main topic of the research. The Internet of Energy (IoE), which will eventually replace the conventional power production and distribution networks, increases the need to be familiar with the proper computing tools in order to conduct any future SG investigation. The software for simulation that is significant to the modeling and analysis of electrical power production, transmission, distribution, and related systems is examined in this research. The study's conclusions are anticipated to aid in the creation of power generation and transmission systems that are more effective, dependable, and sustainable. © 2023 Published by Faculty of Engineering.","2023","2024-01-24 11:17:48","2024-01-24 11:17:48","","155-162","","S1","5","","Proc. Eng. Sci.","","","","","","","","English","","","Scopus","","","","Publisher: Faculty of Engineering, University of Kragujevac","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O estudo faz previsão sobre a criação de geração de energia e sistemas de transmissão que sejam mais eficazes, confiáveis e sustentáveis.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Smart grid; computational methods; electrical power generation; energy production; transmission","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M63ZAADD","journalArticle","2023","Domínguez-Barbero, D.; García-González, J.; Sanz-Bobi, M.Á.","Twin-delayed deep deterministic policy gradient algorithm for the energy management of microgrids","Engineering Applications of Artificial Intelligence","","09521976 (ISSN)","10.1016/j.engappai.2023.106693","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164225792&doi=10.1016%2fj.engappai.2023.106693&partnerID=40&md5=0ec1d0a4afb33cb0d3b0c9a2266a9ead","The microgrid market is growing significantly due to several drivers, such as the need to lower greenhouse gas emissions by integrating higher shares of distributed renewable energy sources, falling costs of microgrid components, the need for more reliable power supply infrastructures, and new off-grid solutions to foster electricity access in developing economies. Coordinated management of the microgrid components is crucial for their effectiveness, and this can be very challenging when hosting solar or wind generation. This paper studies the energy management problem of a microgrid based on reinforcement learning algorithms. The advantage of using these algorithms against other optimization and machine learning techniques is that they do not need past experiences to learn a strategy. The learning is based on trial and error experiences, which facilitates its easy implementation to other microgrids while demonstrating their facility to be applied in real cases. In particular, this paper proposes an implementation for an Energy Management System (EMS) in microgrids using the Twin-Delayed Deep Deterministic Policy Gradient (TD3) algorithm. Moreover, it compares the proposed algorithm with the Deep Q-Network (DQN). This comparison evaluates the improvement over exploiting the continuous nature of the decision variables against a discretization of the same since the DQN cannot make actions over a continuous space. © 2023 The Author(s)","2023","2024-01-24 11:17:48","2024-01-24 11:22:05","","","","","125","","Eng Appl Artif Intell","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>O artigo estuda o problema de gerenciamento de energia de uma microrrede baseado em algoritmos de aprendizado por reforço . A vantagem de usar esses algoritmos em relação a outras técnicas de otimização e aprendizado de máquina é que eles não precisam de experiências anteriores para aprender uma estratégia.</p> <p><strong>#eligible</strong></p> <p>I2</p> <p><strong>#FIM</strong></p> </div>","","","Deep learning; Energy management systems; Learning systems; Microgrid; Reinforcement learning; Reinforcement learnings; Energy management; Renewable energy resources; Microgrids; Learning algorithms; Action spaces; Continuous action space; Continuous actions; Deep reinforcement learning; Deterministics; Electric power systems; Energy management system; Gas emissions; Gradient algorithm; Greenhouse gases; Policy gradient; TD3; SYSTEM; OPTIMIZATION; BIAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6QNPUJSJ","journalArticle","2022","Malatesta, T.; Breadsell, J.K.","Identifying Home System of Practices for Energy Use with K-Means Clustering Techniques","Sustainability (Switzerland)","","20711050 (ISSN)","10.3390/su14159017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137181493&doi=10.3390%2fsu14159017&partnerID=40&md5=50891bc74455228afd8b145e432d29e4","Human behaviour is a major driver and determinant of household energy consumption, with routines and practices shaping daily energy profiles. These routines and practices are made up of individual lifestyles and other contextual factors that vary from home to home. Social and psychological theories aim to explain and describe how people consume resources in the home, which has resulted in the development of the home system of practice. This evaluates how occupants live and follow multiple routines which result in varying energy consumption practices. This paper develops a methodology to identify and support the concept of the home system of practice using a data analytical approach and link it to residential energy and distribution network management. This paper utilises k-means cluster analysis to identify these different home systems of practices and routines in energy use by using real-time energy consumption data from July 2019 to March 2021 from a living laboratory in Australia. The results of the analysis show the different daily energy profiles for each of the 39 households, with some homes observing large fluctuations and changes in the way they consume energy during the day. Specific homes were discussed as case studies in this paper focusing on linking the occupants’ contextual factors to their energy profiles. This variation is discussed in terms of the routines of the occupants and associated lifestyles that explain why some energy peaks occurred at different parts of the day and differed during the COVID-19 lockdown period in Australia. The paper conducts a comparison between these case studies to show how people’s lifestyles impact household energy consumption (and variation). These case studies investigated the heating and cooling practices of the occupants to demonstrate how they impact overall consumption. This variation is discussed in relation to energy management and prediction of when homes will consume energy to assist in net-zero energy developments and grid stabilisation operations. © 2022 by the authors.","2022","2024-01-24 11:17:48","2024-01-24 11:17:48","","","","15","14","","Sustainability","","","","","","","","English","","","Scopus","","","","Publisher: MDPI","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Clusterização</p> <p><strong>#desc_technique</strong></p> <p>O artigo utiliza análise de cluster k-means para identificar esses diferentes sistemas domésticos de práticas e rotinas de uso de energia, usando dados de consumo de energia em tempo real de julho de 2019 a março de 2021 de um laboratório vivo na Austrália.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","energy management; machine learning; smart grid; Australia; automation; behaviour; cluster analysis; COVID-19; energy use; home system of practice; household energy; net-zero energy home; prediction; residential energy; social practice theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
